t_index                term    df
5031           montenegrin     7
5032            conscience     3
5033           swearing-in     5
5034               vedrine     4
5035           potentially    14
5036              18-party     9
5037             outnumber     3
5038         discontinuity     1
5039              outgoing     5
5040              horrific     6
5041            indirectly     4
5042         cash-strapped     3
5043                    eu     7
5044              volatile    18
5045                compel     6
5046                  wing     7
5047              stunning    13
5048               scholar     6
5049             bloodshed     9
5050               putting     2
5051          independence    27
5052                embark     4
5053                dinkic     3
5054               isolate    12
5055          vote-rigging     2
5056          considerable    10
5057             resurface     5
5058                enmity     2
5059              cleaning     1
5060               contest    40
5061               misdeed     2
5062             isolation    14
5063                 meant     6
5064               mladjan     3
5065                 weigh    12
5066                   pin     9
5067          confirmation    10
5068              lifelong     1
5069                bottle     4
5070                sedate     1
5071                relent     1
5072                 mommy     1
5073             agonizing     4
5074                tomato     2
5075                 decay     2
5076                  twin     6
5077               shemter     1
5078              hometown    16
5079            prosperous     6
5080                sudden    19
5081                  4.3.     1
5082                safely     5
5083                  arch     2
5084                 loose    23
5085                prayer    19
5086                 8:45.     1
5087                  bump     2
5088                   ash     3
5089                 saved     1
5090         quake-ravaged     1
5091                  wire    16
5092               kralled     1
5093                 forth     4
5094               vividly     2
5095                 baird     1
5096                 dress    20
5097               sprague     1
5098                pajama     1
5099             spiritual     3
5100               mahatma     1
5101           remembrance     2
5102                 scent     1
5103                  bang     7
5104                sesame     1
5105            sandlewood     1
5106                 staci     1
5107                  grab    14
5108            comprehend     1
5109                quiver     1
5110                stacey     1
5111                 kinda     2
5112              shifting     1
5113                admits     2
5114             container    14
5115           collapsible     1
5116                 usaid     2
5117             diplomacy     8
5118                 italy    11
5119   government-supplied     1
5120          introductory     1
5121          eight-member     1
5122        picture-taking     1
5123                   kit    12
5124                ration     3
5125           appropriate    13
5126             citizenry     2
5127                  tank    19
5128                cocker     1
5129         nine-year-old     1
5130            mozambique     2
5131            impassable     2
5132                  nath     1
5133             navnirman     1
5134               pradeep     1
5135                wooden    10
5136             fisherman     7
5137               abhiyan     1
5138           31-year-old     3
5139                 joshi     1
5140          multilingual     1
5141               turkish     2
5142               spaniel     1
5143           10-year-old     4
5144             67-member     1
5145            shopkeeper     2
5146           beleaguered     3
5147               produce    25
5148                 fluid     2
5149             piecemeal     1
5150              confined     1
5151                  u.k.     1
5152               britons     3
5153                  roll    23
5154              rigorous     1
5155             12-strong     1
5156            sustenance     1
5157           agonizingly     1
5158    earthquake-ravaged     1
5159                barney     1
5160              briefing    16
5161              two-year     7
5162                thomas    18
5163            translator     7
5164               chaotic     7
5165                  maze     2
5166                  usha     1
5167                spence     3
5168                  void     6
5169              arriving     3
5170                 chunk     4
5171                 truth    20
5172            motorcycle     6
5173            conditions     6
5174              joytosna     3
5175                kuntal     3
5176                abates     1
5177         tent-dwellers     3
5178                target    66
5179              maintain    48
5180               testify    24
5181                bharpi     3
5182                helmet    10
5183              discover    37
5184                  col.    18
5185              severely    17
5186              delicate     7
5187                   131     7
5188               theater     5
5189                  code     7
5190                repair    44
5191              ranadive     3
5192           55-year-old     4
5193            explosives     8
5194                 rajat     3
5195               balance    18
5196          anticipation     4
5197           12-year-old    19
5198           dangerously     5
5199               raftogi     3
5200              handling     9
5201            sanitation     4
5202                coffin    14
5203                firmly    11
5204            outpouring     3
5205              russians    23
5206              teen-age     6
5207              dynamite     4
5208                   tea     9
5209               promila     3
5210          sledgehammer     3
5211              quantity     7
5212             countries     4
5213                 kenzo     3
5214                kidney     6
5215            protection    38
5216             increased     8
5217               viyanka     2
5218                 7,162     3
5219               trained     7
5220                trucks     3
5221                oshima     3
5222            demolition     5
5223                   175     1
5224              generous     5
5225  undersecretary-general     3
5226                clouds     6
5227             explosive    92
5228                expand    17
5229               belgium     6
5230               finland     2
5231               walk-in     2
5232                   310     2
5233            manchester     1
5234           seven-story     1
5235                digest     1
5236             assembled     1
5237                roshan     1
5238             ferocious     1
5239               emanate     1
5240              interred     1
5241                   guy    33
5242                gently     6
5243                orange     9
5244                  polo     1
5245                 flour     2
5246              kerchief     1
5247                   rot     3
5248                 viral     1
5249             perfectly     2
5250         short-sleeved     1
5251             encounter    15
5252                 whiff     1
5253                 dalal     1
5254                  mask     5
5255                 flame     9
5256              operator     4
5257                  pink     4
5258               armenia     2
5259              scotland     5
5260                  1988    10
5261               breathe     5
5262                  n.j.     4
5263           maintenance    19
5264              anderson     4
5265             headlight     1
5266                   cat     2
5267                tinkle     1
5268                reader     2
5269                 sieve    11
5270                silent    13
5271                bright    12
5272                 glove     3
5273             cigarette     2
5274          miraculously     3
5275               faintly     1
5276                square    22
5277                 windy     1
5278             dickinson     1
5279            likelihood     3
5280                  bake     2
5281             intersect     1
5282                tunnel     5
5283                  kobe     1
5284               maddock     1
5285               tremble     1
5286                   wee     3
5287              unshaven     1
5288             hammering     1
5289               checkup     3
5290                  torn     3
5291                 cream     3
5292           gas-powered     1
5293                  puff     1
5294             fairleigh     1
5295              silently     7
5296         extraordinary    12
5297         sister-in-law     1
5298                  paul    25
5299                   toe     3
5300               40-foot     9
5301                  flow    10
5302            adrenaline     1
5303                 chink     1
5304                caught     6
5305              cemetery     8
5306               wooster     1
5307              absently     1
5308                wilson    31
5309                 spoke     7
5310               article     5
5311                 miner    20
5312                   pet     2
5313           olive-green     1
5314               haggard     1
5315             videotape    29
5316                nephew     5
5317                  yell     2
5318              audience    16
5319                settle    30
5320           insistently     3
5321             dormitory     1
5322                 anjay     1
5323                    84     1
5324             bakhshish     1
5325                shower     7
5326                rampal     1
5327            newspapers     1
5328            initiative     7
5329          narrow-laned     1
5330                 towel     1
5331              workshop     3
5332              instance    16
5333                    43     7
5334               dressed     4
5335                recall    17
5336         reinforcement     6
5337                convoy    14
5338               prianka     1
5339          contaminated     1
5340               12,000.     1
5341           accountable    43
5342                 hedge     2
5343              vladimir    79
5344              turnover     7
5345               croatia    14
5346           reintegrate     2
5347                 putin    71
5348        accountability    16
5349                ivanov    20
5350         unwillingness     3
5351                   lag     3
5352                   sky    18
5353                 robin     4
5354            concession    16
5355              sergeant     2
5356           resignation    54
5357              albright    47
5358                berger    25
5359               triumph    15
5360             assurance     9
5361             madeleine    42
5362                  igor    26
5363                  rein     8
5364                 sandy    24
5365            deservedly     2
5366                crimes     8
5367            close-knit     1
5368                   sew     1
5369               garbage    16
5370                hoping     2
5371               grocery     2
5372                  soul     4
5373             wandering     1
5374                 globe     6
5375                ratnal     1
5376                   250     6
5377                 rupee     1
5378               camping     1
5379                  seal    15
5380               wreaked     1
5381                actual     6
5382             transform     4
5383               rebuild    23
5384             awareness     2
5385              everyday    10
5386             immigrant    24
5387           responsible    84
5388        reconstruction     4
5389                easily    25
5390            unfinished     4
5391                 brick    10
5392          catastrophic     9
5393                vikram     1
5394               prakash     1
5395               amongst     2
5396             technique     4
5397               enforce    14
5398               prevent    53
5399             stringent     2
5400          sub-standard     1
5401                lesson    12
5402            brick-wall     1
5403          architecture     4
5404             workforce     4
5405               overlap     1
5406           essentially     7
5407           disseminate     4
5408         significantly     9
5409              stricter     1
5410               quality     6
5411           rudimentary     1
5412              properly     4
5413              enormous    25
5414              activist    18
5415                 rural    13
5416             expertise     8
5417                   ngo     1
5418                  bind     9
5419          hand-carried     1
5420             carefully    17
5421               simpler     1
5422              involved     2
5423               afflict     1
5424              breaking     6
5425                  livs     1
5426               devoted     2
5427                 worst     2
5428          ratnalaswami     1
5429                40,000     1
5430                ritesh     1
5431              aircraft    27
5432                groups     2
5433                eleven    12
5434              helpless     3
5435                  sect     2
5436                joshua     3
5437               raising     2
5438                  vaps     1
5439            particular    31
5440               minimum    12
5441                faster     9
5442               georgia     9
5443          associations     1
5444            meaningful     2
5445                 tilak     1
5446              mobilize     3
5447             clarkston     1
5448              honestly     5
5449               incline     1
5450                  dina     1
5451             everybody    20
5452               weekend    65
5453             shattered    13
5454           expressible     1
5455      indian-americans     1
5456               namaste     1
5457                 react     9
5458               airtime     2
5459                 desai     1
5460                  riot    34
5461                entire    36
5462            volunteers     2
5463               january    22
5464             ambitious     2
5465              homicide     1
5466               mueller     5
5467             powerless     2
5468             civilized     2
5469               culprit     9
5470           discotheque     1
5471                libyan     3
5472               painful     9
5473             acquittal     3
5474                berlin     8
5475                basset     1
5476                strict     5
5477                mohmed     1
5478                fhimah     1
5479             courtroom     7
5480             apparatus     7
5481              forensic    15
5482            compensate     3
5483                detect    11
5484               preside    13
5485            mastermind    33
5486               gadhafi     1
5487        laden-inspired     1
5488               libyans     2
5489                polite     2
5490               verdict    24
5491          intelligence   101
5492           perpetrator     6
5493              vigilant     5
5494              frequent    12
5495              militant    38
5496              adequate     4
5497                    s.    21
5498           sponsorship     2
5499                  barr     1
5500                  amin     1
5501                   vex     1
5502          unsatisfying     1
5503              reliance     3
5504               moammar     1
5505               khalifa     3
5506              superior     2
5507              forceful     4
5508                weapon    75
5509             passenger     5
5510               missile    52
5511                combat    22
5512            serviceman    23
5513           demonstrate    21
5514                   259     1
5515                sailor   246
5516                 abdel     3
5517                    p.     6
5518                   103     2
5519              moreover     2
5520                murder    42
5521                 prove    47
5522               megrahi     1
5523                cruise    16
5524             destroyer   168
5525               islamic    62
5526               pursuit     1
5527                devise     1
5528             stateless     1
5529          longstanding     4
5530              scottish     1
5531                 libya     3
5532             lockerbie     2
5533                muddle     3
5534      counterterrorism    10
5535               someday     5
5536                   pan     4
5537            al-megrahi     1
5538                intent     6
5539               tripoli     1
5540         understanding     7
5541            aggression     2
5542            blue-water     1
5543                   c.j     1
5544              incident    45
5545              simulate     1
5546              transfer    27
5547               pacific    15
5548               shallow     3
5549            capability     8
5550                 korea    11
5551           participant     9
5552                device    15
5553                   sub    21
5554              littoral     1
5555             singapore     3
5556                   264     1
5557              maritime    17
5558               awkward     4
5559                  bell     4
5560                  choi     1
5561      constitutionally     5
5562              renounce     5
5563             explosion   174
5564                helena     1
5565            importance    13
5566          asia-pacific    16
5567               venture    15
5568                   118    40
5569             submarine    63
5570                   jds     1
5571             northeast    10
5572              disabled     3
5573             personnel    60
5574            underwater    21
5575              distress     1
5576         shallow-water     1
5577                diving     6
5578              formally    16
5579                navies     1
5580              exercise    22
5581                13-day     1
5582                   moo     1
5583              observer    27
5584                 hatch    24
5585                   231     1
5586                    ii    27
5587               promote    27
5588             high-tech     8
5589              heighten    13
5590                   230     3
5591                 kursk    55
5592                   lt.    52
5593               akishio     1
5594                leslie     2
5595                  roks     1
5596          self-defense     4
5597                leidig     1
5598                 naval   108
5599                  sank    13
5600                   rss     1
5601             conqueror     3
5602             hull-ryde     1
5603               applaud    10
5604               r-texas     3
5605              meantime    14
5606                 armey     1
5607                voting    36
5608                   fix    14
5609            revolution    30
5610             communism    11
5611             plentiful     2
5612              gasoline     2
5613             translate    10
5614                  obey     9
5615                  grid     2
5616            impoverish     3
5617              brighter     1
5618              derelict     1
5619           short-lived     4
5620               welfare     3
5621             optimists     1
5622                salary     6
5623               whither     1
5624              newlywed     2
5625               cripple    30
5626           encouraging     3
5627                 awake     1
5628                 brass     4
5629          unemployment     3
5630             honeymoon     1
5631              dragisha     1
5632              outmoded     1
5633                 stock     5
5634              woodruff     8
5635                bosnia    13
5636               somehow    16
5637                weaken     8
5638                 grasp     7
5639               accused     4
5640      state-controlled     4
5641                aboard    93
5642                 diver    63
5643            technician    15
5644               barents    33
5645              contrast     5
5646                  tito     6
5647        anti-milosevic    20
5648               refusal     4
5649             post-tito     1
5650             draskovic     4
5651           izetbegovic     1
5652               condemn    24
5653                  1981    11
5654                    56    12
5655            inactivity     1
5656             undecided     8
5657          complication     5
5658                  adem     1
5659             pessimism     2
5660                  1970     4
5661                  1944     1
5662                 serbs    28
5663                moving     5
5664               radovic     2
5665                thesis     1
5666                  joke    15
5667             residence    18
5668               bosnian     5
5669                papers     1
5670              outright    21
5671                craves     1
5672            overcoming     2
5673           uncorrupted     1
5674               radovan     3
5675                 scope     2
5676                  stem    15
5677             obstinacy     1
5678            federalist     1
5679             doctorate     1
5680               polling    14
5681                rehire     1
5682              mistrust     1
5683               systems     3
5684          intellectual     5
5685              devotion     1
5686            reluctance     3
5687              lecturer     1
5688             prominent    19
5689            skepticism     6
5690           inescapable     2
5691     institutionalized     1
5692                retail     2
5693         collaboration     1
5694             outspoken     4
5695                 alija     1
5696                zorica     1
5697                  1974     5
5698                 ratko     2
5699               tudjman     3
5700              disguise     8
5701    self-determination     4
5702              positive    30
5703              karadzic     3
5704         unpretentious     2
5705                seselj     2
5706              graduate     4
5707            referendum     9
5708            war-crimes     4
5709                demaci     1
5710              optimism     4
5711            capitalist     2
5712           incorrectly     1
5713               inspire    10
5714           nationalism     6
5715                   vuk     5
5716              academic     6
5717                mladic     2
5718                dorcol     1
5719        serbo-croatian     1
5720                co-opt     1
5721         impractically     1
5722                innate     1
5723            indecision     2
5724                franjo     3
5725            petersburg     8
5726                moscow    79
5727            haliberton     1
5728             norwegian    43
5729                  18th     2
5730               fifteen     3
5731                bergen     1
5732            subsidiary     3
5733                   bow    10
5734              strangle     1
5735                 purge     3
5736                 trace    13
5737               cornard     1
5738         pro-milosevic    10
5739              solidify     2
5740               lifting     9
5741                 daunt     6
5742              underway     9
5743                easing     3
5744                facing     3
5745                stifle     1
5746               seeking     1
5747                 avert     6
5748        electronically     2
5749               trusted     3
5750             dismissal     1
5751                 empty    14
5752                 dying     1
5753             suffering     6
5754              narrowly     9
5755                hurdle     4
5756               faction    13
5757           unspecified     6
5758           contentious     4
5759            leadership    34
5760            acceptable     2
5761                  raid     8
5762                   tip    55
5763               ascribe     4
5764             appointee     3
5765            marjanovic     2
5766                  sack     3
5767                 mirko     2
5768            widespread    18
5769                  22.5     1
5770             four-year     7
5771              phone-in     2
5772              bankrupt     5
5773                allude     2
5774                coffer     2
5775             bulatovic     7
5776                  bend     3
5777                resign    62
5778             strongman     8
5779               command    67
5780            extinction     2
5781                tanjug    13
5782          transitional     7
5783               endorse    11
5784                incite     7
5785                lackey     3
5786                 given     9
5787              disunity     2
5788           pro-western     7
5789              comprise     3
5790              follower    36
5791                  dean     5
5792               bastion     6
5793          consistently     5
5794           problematic     4
5795             dragoljub     8
5796                  milo     3
5797               stambuk     1
5798             bodyguard    10
5799              numerous    21
5800            last-ditch     3
5801              foothold     6
5802              loyalist    16
5803         export-import     1
5804            constitute     3
5805                proven     7
5806            grudgingly     1
5807            djukanovic     3
5808               ojdanic     3
5809                 nitex     2
5810               bozovic     3
5811            luxembourg     3
5812                   nis    10
5813                 momir     5
5814             implement    10
5815            legitimacy    11
5816              war-torn     1
5817               vijesti     1
5818                shaken     1
5819               replace    39
5820                 exist    15
5821               radoman     3
5822             spectator     7
5823                  thus    18
5824            mihajlovic     3
5825                 unite     5
5826          disastrously     1
5827        brother-in-law     6
5828                gunman     3
5829                  scar    12
5830               renewal     3
5831                bullet     8
5832                booing     1
5833                garner     5
5834                 budva     1
5835              foremost     3
5836                   boo     3
5837               compare    25
5838                    53    13
5839                 graze     1
5840               13-year    13
5841                pajoli     1
5842             reluctant    10
5843               embrace    20
5844             podgorica     3
5845                   npr     9
5846             anxiously     2
5847                sylvia     1
5848            indecisive     2
5849               sharply    14
5850               extreme     5
5851                sheila     1
5852                empire     6
5853                 theme     7
5854                 vital    17
5855                 vicar     1
5856                   bos    10
5857             cybercafe     1
5858      intercontinental     1
5859                shiela     1
5860                unfold     9
5861                 trash    13
5862                 owner    19
5863            lieutenant    14
5864               remnant     3
5865            burned-out     3
5866                alfred     2
5867               virtual     5
5868                  2002    12
5869             hardening     2
5870            jubilation     4
5871               outvote     1
5872                 cloud    16
5873                  moyo     1
5874                  sour     2
5875                uprise     1
5876               tension    20
5877                mugabe     1
5878              converge    14
5879                    57     2
5880              zimbabwe     1
5881                 heady     2
5882                 kings     2
5883            tsvangirai     1
5884               opening    26
5885                govern    13
5886                 nhema     1
5887                 stern    13
5888             one-party     1
5889               treason     2
5890                 elude    12
5891                morgan     1
5892                  lawn     5
5893           unnecessary     6
5894             disregard     5
5895                luther     2
5896                 choke     7
5897                 urban     7
5898              jonathan    12
5899                   120     2
5900                propel     4
5901                tongue     7
5902               elegant     5
5903            courthouse     4
5904                 vocal     3
5905                  sing     6
5906            peacefully    21
5907               aykroyd     1
5908                bumper     3
5909             two-child     1
5910                   sex     8
5911               dead-on     1
5912               outward     3
5913            strategery     1
5914                parody     1
5915                 gerry     1
5916               closing    10
5917               version    18
5918                 bingo     1
5919                remark    23
5920               edition    12
5921             bush-gore     1
5922                  ford    11
5923                cristo     1
5924                  fake    10
5925                seldom     1
5926              explicit     4
5927                lehrer     3
5928              squander     2
5929                openly    16
5930               surplus     3
5931                samore     1
5932                  quow     1
5933            undermines     1
5934                 bound     9
5935              yojislav     1
5936               detroit     3
5937            camouflage     7
5938           instability    14
5939             exquisite     1
5940               hungary     3
5941                  film     8
5942             wholesome     1
5943                   sum     2
5944               leather     2
5945                 monte     1
5946              magnetic     1
5947             pronounce     5
5948           appearances     2
5949                 risky    13
5950               commend     1
5951            accusation     8
5952                 layer     3
5953                nicety     1
5954            squabbling     1
5955               fragile     7
5956              legality     2
5957             veselinov     1
5958               revenge    13
5959              dissolve    12
5960             departure    20
5961                firmer     1
5962           extra-legal     1
5963               workers     6
5964             unwilling    10
5965            competency     1
5966               crucial    21
5967                vlajko     4
5968               scuffle     1
5969                  rade     2
5970               dedinje     5
5971               nurture     2
5972            pribicevic     1
5973              manifold     1
5974                   mix     7
5975         stojiljikovic     1
5976          mid-december     2
5977             capturing     2
5978             all-party     1
5979              unlawful     1
5980                 drama    13
5981            bitterness     5
5982                bogged     1
5983              bruising     1
5984           trenchantly     1
5985                motion    11
5986                ognjen     1
5987             repudiate     1
5988                  stag    20
5989              obstruct     1
5990                 theft     2
5991         import-export     1
5992             honorable     4
5993               tacitly     1
5994           negotiation    29
5995              umbrella     1
5996             dismantle     8
5997                putsch     3
5998            legitimate    11
5999               deflect     3
6000              tomislav     1
6001                veneer     1
6002              interior    22
6003              boundary     2
6004               nikolic     2
6005                 scrap    10
6006         half-finished     2
6007               subject    39
6008  counterrevolutionary     1
6009                brings     1
6010             currently    16
6011         parliamentary     6
6012               cedomir     1
6013                dragan     6
6014                pamper     1
6015             routinely     4
6016               boycott    38
6017           distinction     3
6018             plaintive     2
6019             vojvodina     5
6020           provisional     4
6021             jovanovic     1
6022           dismantling     1
6023         revolutionary    11
6024            membership     4
6025               convoke     1
6026                pistol     8
6027                 genex     1
6028              legalize     2
6029            thoroughly     1
6030              aeroflot     1
6031                 bojic     1
6032              passport     9
6033             traveling     1
6034           whereabouts    23
6035               milovan     2
6036           investbanka     1
6037             strategic    16
6038             employees     8
6039                 vucic     1
6040             destitute     1
6041           partnership     5
6042          stojiljkovic     3
6043                crowds     6
6044                 borka     1
6045                 shore    15
6046                  shun     2
6047          subsequently     4
6048            jeopardize     1
6049                  boil     1
6050                   700     8
6051             albanians    11
6052              kraljevo     1
6053                nikola     3
6054                kidnap    17
6055                    49     2
6056             reporting     8
6057             foreigner    16
6058                  jiri    11
6059              solitary     2
6060                 danas     1
6061               retrial     2
6062                 abuse    25
6063             momentous     2
6064            complicity     1
6065               amnesty     2
6066                  visa     8
6067               pending    11
6068         participation    10
6069                morale     6
6070             abduction     1
6071           publication     7
6072               barovic     1
6073               inquire     1
6074                abduct     1
6075            vindictive     1
6076                 envoy     7
6077             stambolic     2
6078         france-presse     1
6079              miroslav     2
6080             sentenced     1
6081                 wrest     5
6082                  bulk     4
6083                 swing     6
6084           arbitrarily     1
6085                agence     1
6086               jogging     1
6087              internal    28
6088                detain    31
6089          unidentified    15
6090                  loom     6
6091            repression     6
6092            dienstbier     2
6093               publish    33
6094             filipovic     1
6095          surveillance    17
6096               slavica     1
6097         disappearance     2
6098               chebeck     8
6099            merianovic     1
6100              alliance    10
6101                  1244     1
6102               element    20
6103               albania     1
6104             novostate     1
6105             macedonia     2
6106                 nenad    10
6107            montgomery     2
6108               homback     1
6109             republics     1
6110               o'brien     1
6111                ouster     9
6112         co-production     6
6113                 yield    10
6114                  pact     7
6115                  kahn     4
6116                climax     4
6117                willie     4
6118                 talks     3
6119            vetrivinia     1
6120                   pri     7
6121                zingic     1
6122                 mirco     1
6123             newspaper    57
6124              presence    36
6125             impatient     1
6126              symbolic    10
6127                 budor     1
6128                  wgbh     6
6129                indeed    26
6130                 queue     1
6131              parallel     6
6132                 glass    17
6133           pasariavich     1
6134                 slava     1
6135                  bion     1
6136              fiercely     5
6137                 villa     4
6138                height     7
6139                 entry     3
6140                window    38
6141             potraying     1
6142            electronic     7
6143                 matic     4
6144               consign     1
6145           peacekeeper     5
6146                 reeve     1
6147                 quell     4
6148                  mira     3
6149                 caley     1
6150                coward     2
6151                 jugic     1
6152              blustery     1
6153                 slavo     1
6154              cybernet     1
6155                  folk     7
6156                 1990s    22
6157                   sps     2
6158                jacket     6
6159               product     3
6160            passionate     2
6161              revonish     1
6162            reportedly    28
6163                   wan     7
6164              islykies     1
6165           mikhailovic     1
6166          relationship    41
6167            yubnoticks     1
6168                 dance     9
6169                 bamby     1
6170                   hut     1
6171                  myer     1
6172            pasriavich     1
6173          unauthorized     3
6174                throne     2
6175            pasriavach     1
6176              desolate     1
6177                yovano     1
6178            cosminovic     1
6179           17-year-old    11
6180                  cafe     4
6181                divide    31
6182              postcard     1
6183             terrorize     4
6184                  thug     5
6185             attempted     5
6186                  shop    42
6187                 marco     1
6188           inseparable     1
6189      multimillionaire     3
6190           cosmeniovic     1
6191                 jukic     1
6192                  hero    15
6193                 kitty     2
6194               kitkats     1
6195                  hats     1
6196               tribute    12
6197                 rifle    19
6198               diverse     4
6199              literate     1
6200            obligation     4
6201               educate     4
6202             concealed     1
6203           legislative    18
6204               grenada     2
6205                unfair    13
6206                 asset    10
6207             wolfenson     1
6208             unchecked     4
6209                uniter     2
6210         disadvantaged     1
6211                arabia    71
6212              somewhat     9
6213               assault    28
6214               indited     2
6215             certainty     4
6216               rethink     2
6217               entrust     1
6218                  hate     4
6219               sponsor    14
6220             sportsman     1
6221                war-ii     1
6222                  fish     4
6223                  brew     2
6224                 model    12
6225      misunderstanding     2
6226           orientation     4
6227               instant     4
6228            respectful     2
6229             hamstring     1
6230                 tense    18
6231           explanation    13
6232                 hence     3
6233                  mass    37
6234           bush-quaill     1
6235               toughen     1
6236               600,000     3
6237                peduca     1
6238         unfortunately     9
6239            generosity     2
6240                status    16
6241               neutral     3
6242              horrible     6
6243                differ     8
6244             continent     6
6245                  bond    17
6246             correctly     5
6247              ultimate     3
6248               resolve    35
6249              dialogue     8
6250              backyard     1
6251             lieberman    26
6252     vice-presidential     2
6253            resistance    17
6254                column     5
6255             phonetics     1
6256                 egypt    26
6257                  lair     1
6258             follow-up     1
6259               marilyn     4
6260             fortunate     7
6261           environment     8
6262            day-to-day     2
6263            corrective     1
6264                 abide     7
6265          persian-gulf     2
6266             fledgling     2
6267            abrogation     1
6268                  ugly     3
6269                  21st     3
6270            diagnostic     1
6271             timetable     4
6272                 syria     2
6273          hour-by-hour     1
6274                rwanda     3
6275              inequity     1
6276                 iraqi     5
6277                patrol    20
6278             licensing     1
6279                   hey     5
6280               friends     5
6281              haitians     1
6282             egregious     1
6283              tolerant     1
6284               lesbian     1
6285          palestinians    32
6286          non-military     1
6287                 greek     3
6288         shalikashvili     1
6289                arafat    16
6290          economically     5
6291            reasonable     4
6292              judgment     9
6293                   joe     5
6294                 fence     6
6295             peninsula    43
6296                  sake     2
6297                 war-i     1
6298               lebanon    12
6299                 solve     6
6300           effectively    13
6301           australians     2
6302             flotillas     1
6303              reticent     1
6304               reading     3
6305           intentional     2
6306                 hello     6
6307                   shy     5
6308               atrophy     1
6309             moderator     4
6310        arab-americans     2
6311       sympathetically     1
6312            logistical     6
6313          registration     4
6314                  hire    10
6315                dampen     2
6316                 civic     4
6317                format     5
6318               phyllis     1
6319              resolute     1
6320            appreciate    10
6321              shephard     1
6322                resent     2
6323                freely    14
6324             homeowner     1
6325            absolutely    29
6326               hussain     1
6327               spencer     6
6328               nominee    14
6329            withdrawal    13
6330           intelligent     2
6331               walters     1
6332               bigoted     1
6333               balkans    12
6334                  laws     1
6335               license    19
6336           instruction    10
6337           necessarily     8
6338                 brady     1
6339                permit    20
6340              israelis    17
6341          have-to-have     1
6342            pejorative     1
6343                  arab    43
6344                hunter    11
6345            colombians     1
6346             columbine     1
6347            accidental     2
6348             grandiose     1
6349                 spite     5
6350               divider     2
6351                jersey    19
6352             three-day    16
6353        freedom-loving     1
6354                  gulf    93
6355             readiness     4
6356                 sadam     1
6357             greetings     2
6358          discriminate     1
6359          questionable     3
6360          tremendously     1
6361               horners     1
6362           cornerstone     1
6363                robust     2
6364              nigerian     1
6365            worthwhile     1
6366           elimination     1
6367            background     4
6368                   ink     1
6369                mirror     3
6370            resentment    11
6371                   pbs     3
6372             ethnicity     2
6373           offensively     1
6374            deficiency     1
6375                  rail     2
6376               matthew     6
6377        vice-president     3
6378               founder    10
6379               unclear    27
6380              evaluate     6
6381          maximalistic     1
6382                harass     2
6383         antiballistic     1
6384              strongly    15
6385             profiling     3
6386            philosophy     3
6387               society    33
6388                  owen     5
6389              secondly     4
6390                panama    24
6391           containment     1
6392             subsiding     1
6393            somethings     1
6394          tie-breaking     6
